time,Hips.x,Hips.y,Hips.z,spine.x,spine.y,spine.z,spine1.x,spine1.y,spine1.z,spine2.x,spine2.y,spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,RightArm.x,RightArm.y,RightArm.z,RightArmRoll.x,RightArmRoll.y,RightArmRoll.z,RightForeArm.x,RightForeArm.y,RightForeArm.z,RightForeArmRoll.x,RightForeArmRoll.y,RightForeArmRoll.z,RightHand.x,RightHand.y,RightHand.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,LeftArm.x,LeftArm.y,LeftArm.z,LeftArmRoll.x,LeftArmRoll.y,LeftArmRoll.z,LeftForeArm.x,LeftForeArm.y,LeftForeArm.z,LeftForeArmRoll.x,LeftForeArmRoll.y,LeftForeArmRoll.z,LeftHand.x,LeftHand.y,LeftHand.z,RightUpLeg.x,RightUpLeg.y,RightUpLeg.z,RightUpLegRoll.x,RightUpLegRoll.y,RightUpLegRoll.z,RightLeg.x,RightLeg.y,RightLeg.z,RightLegRoll.x,RightLegRoll.y,RightLegRoll.z,RightFoot.x,RightFoot.y,RightFoot.z,RightToeBase.x,RightToeBase.y,RightToeBase.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLeg.z,LeftUpLegRoll.x,LeftUpLegRoll.y,LeftUpLegRoll.z,LeftLeg.x,LeftLeg.y,LeftLeg.z,LeftLegRoll.x,LeftLegRoll.y,LeftLegRoll.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,LeftToeBase.x,LeftToeBase.y,LeftToeBase.z
   0.00000,  52.60670,  85.54260,  12.94030,  52.70410,  91.93969,  13.20144,  52.91969, 101.10362,  12.78086,  53.26313, 109.88412,  12.47943,  54.45020, 132.41961,  13.69308,  53.93105, 139.12433,  14.82935,  50.09339, 119.56767,  11.92221,  39.44860, 125.86037,  10.44397,  38.06288, 119.95122,  12.08295,  34.02675, 102.73994,  16.85672,  34.34530,  96.31695,  19.75744,  34.98458,  83.42739,  25.57856,  57.48429, 119.16759,  12.12197,  67.67528, 126.32530,  12.04692,  68.72167, 120.38821,  13.83037,  71.76944, 103.09558,  19.02492,  71.40322,  96.53112,  21.58312,  70.66829,  83.35769,  26.71686,  46.92989,  84.57683,  12.05389,  46.17156,  68.00641,  12.70411,  45.23248,  47.48646,  13.50931,  45.83105,  26.90951,  12.24578,  46.32926,   9.78260,  11.19409,  44.59875,   3.70481,  24.07796,  58.26067,  84.40168,  12.11835,  58.56236,  67.80383,  12.10979,  58.93596,  47.25012,  12.09918,  58.69781,  26.56869,   9.75611,  58.50359,   9.70200,   7.84522,  59.79221,   3.38022,  20.66329
   0.00208,  52.60350,  85.54490,  12.93810,  52.70103,  91.94200,  13.19901,  52.91665, 101.10592,  12.77820,  53.25979, 109.88643,  12.47670,  54.44529, 132.42198,  13.69057,  53.92727, 139.12668,  14.82752,  50.08942, 119.56976,  11.91943,  39.44450, 125.86228,  10.44142,  38.05833, 119.95312,  12.07995,  34.02088, 102.74179,  16.85244,  34.33806,  96.31764,  19.75073,  34.97458,  83.42574,  25.56696,  57.48034, 119.17018,  12.11948,  67.67172, 126.32735,  12.04585,  68.71886, 120.39014,  13.82844,  71.76882, 103.09714,  19.02050,  71.40442,  96.53172,  21.57648,  70.67316,  83.35635,  26.70579,  46.92668,  84.57922,  12.05164,  46.16828,  68.00881,  12.70208,  45.22911,  47.48888,  13.50755,  45.82839,  26.91196,  12.24380,  46.32718,   9.78508,  11.19194,  44.59649,   3.70687,  24.07559,  58.25746,  84.40383,  12.11628,  58.55909,  67.80598,  12.10854,  58.93261,  47.25227,  12.09896,  58.69484,  26.57095,   9.75485,  58.50093,   9.70436,   7.84312,  59.78953,   3.38287,  20.66133
   0.00417,  52.60270,  85.54590,  12.93950,  52.70037,  91.94301,  13.20017,  52.91600, 101.10691,  12.77909,  53.25884, 109.88743,  12.47749,  54.44271, 132.42307,  13.69147,  53.92587, 139.12773,  14.82911,  50.08781, 119.57055,  11.92012,  39.44275, 125.86287,  10.44231,  38.05624, 119.95367,  12.08043,  34.01781, 102.74224,  16.85171,  34.33372,  96.31694,  19.74761,  34.96769,  83.42276,  25.55905,  57.47876, 119.17148,  12.12047,  67.67057, 126.32805,  12.04831,  68.71862, 120.39075,  13.83008,  71.77122, 103.09751,  19.01977,  71.40885,  96.53113,  21.57357,  70.68166,  83.35383,  26.69849,  46.92587,  84.58031,  12.05299,  46.16739,  68.00991,  12.70365,  45.22812,  47.49000,  13.50939,  45.82773,  26.91310,  12.24542,  46.32681,   9.78624,  11.19337,  44.59580,   3.70764,  24.07679,  58.25664,  84.40468,  12.11780,  58.55849,  67.80682,  12.11089,  58.93228,  47.25312,  12.10232,  58.69527,  26.57191,   9.75719,  58.50198,   9.70540,   7.84462,  59.79070,   3.38426,  20.66299
   0.00625,  52.60430,  85.54620,  12.94180,  52.70210,  91.94332,  13.20222,  52.91775, 101.10721,  12.78086,  53.26028, 109.88773,  12.47912,  54.44247, 132.42345,  13.69315,  53.92685, 139.12810,  14.83149,  50.08858, 119.57062,  11.92162,  39.44338, 125.86276,  10.44400,  38.05642, 119.95355,  12.08169,  34.01669, 102.74208,  16.85173,  34.33121,  96.31563,  19.74523,  34.96240,  83.41915,  25.55187,  57.47954, 119.17209,  12.12227,  67.67184, 126.32798,  12.05163,  68.72064, 120.39059,  13.83261,  71.77544, 103.09704,  19.02000,  71.41496,  96.52971,  21.57162,  70.69155,  83.35050,  26.69217,  46.92746,  84.58070,  12.05525,  46.16889,  68.01032,  12.70612,  45.22951,  47.49042,  13.51213,  45.82981,  26.91355,  12.24792,  46.32945,   9.78672,  11.19568,  44.59801,   3.70769,  24.07884,  58.25823,  84.40482,  12.12023,  58.55999,  67.80696,  12.11412,  58.93368,  47.25326,  12.10655,  58.69708,  26.57216,   9.76042,  58.50413,   9.70574,   7.84703,  59.79285,   3.38492,  20.66555
   0.00833,  52.60030,  85.54440,  12.93130,  52.69825,  91.94152,  13.19146,  52.91390, 101.10540,  12.76980,  53.25612, 109.88593,  12.46793,  54.43660, 132.42175,  13.68195,  53.92222, 139.12636,  14.82100,  50.08373, 119.56859,  11.91027,  39.43838, 125.86051,  10.43283,  38.05099, 119.95128,  12.07010,  34.01001, 102.73976,  16.83889,  34.32317,  96.31217,  19.73001,  34.95164,  83.41340,  25.53186,  57.47471, 119.17060,  12.11123,  67.66749, 126.32582,  12.04212,  68.71715, 120.38834,  13.82233,  71.77441, 103.09455,  19.00745,  71.41593,  96.52626,  21.55690,  70.69654,  83.34514,  26.67309,  46.92345,  84.57899,  12.04470,  46.16479,  68.00862,  12.69580,  45.22530,  47.48874,  13.50207,  45.82627,  26.91191,  12.23763,  46.32648,   9.78510,  11.18519,  44.59482,   3.70565,  24.06812,  58.25422,  84.40286,  12.10986,  58.55589,  67.80500,  12.10455,  58.92947,  47.25130,  12.09798,  58.69329,  26.57030,   9.75085,  58.50068,   9.70397,   7.83665,  59.78940,   3.38348,  20.65534
   0.01042,  52.60480,  85.54490,  12.93500,  52.70289,  91.94203,  13.19490,  52.91855, 101.10590,  12.77294,  53.26046, 109.88643,  12.47092,  54.43923, 132.42234,  13.68492,  53.92609, 139.12693,  14.82469,  50.08737, 119.56885,  11.91310,  39.44188, 125.86058,  10.43585,  38.05405, 119.95133,  12.07270,  34.01180, 102.73977,  16.84026,  34.32359,  96.31105,  19.72900,  34.94929,  83.40999,  25.52606,  57.47838, 119.17141,  12.11437,  67.67167, 126.32592,  12.04681,  68.72205, 120.38833,  13.82625,  71.78142, 103.09425,  19.00911,  71.42482,  96.52501,  21.55639,  70.70919,  83.34199,  26.66821,  46.92794,  84.57959,  12.04836,  46.16918,  68.00923,  12.69967,  45.22958,  47.48936,  13.50621,  45.83159,  26.91257,  12.24155,  46.33266,   9.78581,  11.18892,  44.60089,   3.70588,  24.07161,  58.25870,  84.40320,  12.11369,  58.56029,  67.80534,  12.10918,  58.93376,  47.25163,  12.10360,  58.69800,  26.57074,   9.75548,  58.50573,   9.70450,   7.84047,  59.79446,   3.38434,  20.65932
   0.01250,  52.61870,  85.54480,  12.91940,  52.71693,  91.94194,  13.17904,  52.93260, 101.10579,  12.75679,  53.27420, 109.88634,  12.45464,  54.45127, 132.42233,  13.66864,  53.93936, 139.12689,  14.80912,  50.10043, 119.56852,  11.89666,  39.45478, 125.86003,  10.41960,  38.06662, 119.95075,  12.05603,  34.02341, 102.73908,  16.82239,  34.33395,  96.30923,  19.70874,  34.95713,  83.40591,  25.50104,  57.49145, 119.17162,  12.09824,  67.68523, 126.32545,  12.03221,  68.73646, 120.38778,  13.81088,  71.79830, 103.09346,  18.99150,  71.44370,  96.52328,  21.53661,  70.73209,  83.33836,  26.64409,  46.94183,  84.57958,  12.03272,  46.18269,  68.00925,  12.68424,  45.24261,  47.48941,  13.49105,  45.84495,  26.91265,  12.22614,  46.34629,   9.78590,  11.17331,  44.61396,   3.70557,  24.05574,  58.27259,  84.40294,  12.09821,  58.57409,  67.80507,  12.09451,  58.94745,  47.25137,  12.08993,  58.71211,  26.57059,   9.74080,  58.52018,   9.70443,   7.82498,  59.80891,   3.38460,  20.64400
   0.01458,  52.61570,  85.54270,  12.92210,  52.71407,  91.93985,  13.18149,  52.92975, 101.10369,  12.75896,  53.27104, 109.88424,  12.45668,  54.44644, 132.42032,  13.67075,  53.93574, 139.12485,  14.81193,  50.09660, 119.56620,  11.89859,  39.45081, 125.85751,  10.42172,  38.06221, 119.94822,  12.05773,  34.01772, 102.73650,  16.82285,  34.32689,  96.30551,  19.70681,  34.94734,  83.39990,  25.49430,  57.48765, 119.16983,  12.10047,  67.68188, 126.32301,  12.03595,  68.73388, 120.38525,  13.81382,  71.79799, 103.09063,  18.99212,  71.44528,  96.51950,  21.53505,  70.73747,  83.33268,  26.63814,  46.93883,  84.57757,  12.03538,  46.17960,  68.00725,  12.68711,  45.23941,  47.48743,  13.49419,  45.84243,  26.91070,  12.22905,  46.34435,   9.78398,  11.17604,  44.61182,   3.70323,  24.05824,  58.26957,  84.40068,  12.10104,  58.57100,  67.80282,  12.09815,  58.94426,  47.24910,  12.09457,  58.70933,  26.56844,   9.74443,  58.51774,   9.70237,   7.82779,  59.80646,   3.38286,  20.64696
   0.01667,  52.60570,  85.54310,  12.93770,  52.70420,  91.94026,  13.19686,  52.91990, 101.10408,  12.77407,  53.26090, 109.88464,  12.47170,  54.43468, 132.42079,  13.68591,  53.92514, 139.12530,  14.82778,  50.08581, 119.56638,  11.91351,  39.43989, 125.85753,  10.43686,  38.05083, 119.94822,  12.07243,  34.00501, 102.73647,  16.83627,  34.31280,  96.30432,  19.71780,  34.93046,  83.39639,  25.50042,  57.47687, 119.17053,  12.11569,  67.67153, 126.32312,  12.05263,  68.72435, 120.38525,  13.82967,  71.79083, 103.09032,  19.00555,  71.44005,  96.51824,  21.54627,  70.73609,  83.32950,  26.64495,  46.92882,  84.57806,  12.05093,  46.16951,  68.00775,  12.70288,  45.22923,  47.48795,  13.51022,  45.83259,  26.91124,  12.24487,  46.33478,   9.78454,  11.19168,  44.60195,   3.70341,  24.07365,  58.25956,  84.40092,  12.11677,  58.56091,  67.80306,  12.11470,  58.93409,  47.24935,  12.11213,  58.69955,  26.56879,   9.76097,  58.50828,   9.70282,   7.84349,  59.79700,   3.38362,  20.66281
   0.01875,  52.60820,  85.53980,  12.93210,  52.70683,  91.93696,  13.19104,  52.92255, 101.10078,  12.76802,  53.26327, 109.88135,  12.46559,  54.43551, 132.41757,  13.68007,  53.92707, 139.12204,  14.82261,  50.08755, 119.56288,  11.90738,  39.44151, 125.85387,  10.43095,  38.05210, 119.94452,  12.06610,  34.00524, 102.73267,  16.82870,  34.31176,  96.29937,  19.70780,  34.92689,  83.38914,  25.48555,  57.47864, 119.16752,  12.10984,  67.67367, 126.31959,  12.04817,  68.72737, 120.38161,  13.82433,  71.79641, 103.08638,  18.99766,  71.44757,  96.51333,  21.53615,  70.74752,  83.32265,  26.63036,  46.93131,  84.57485,  12.04528,  46.17194,  68.00455,  12.69745,  45.23157,  47.48476,  13.50506,  45.83564,  26.90809,  12.23951,  46.33842,   9.78142,  11.18614,  44.60519,   3.69989,  24.06788,  58.26205,  84.39748,  12.11129,  58.56334,  67.79961,  12.11005,  58.93644,  47.24590,  12.10852,  58.70228,  26.56546,   9.75631,  58.51131,   9.69958,   7.83797,  59.80003,   3.38067,  20.65744
