0,1,333,50,97,161,1,-1,-1,-1
1,1,333,51,92,161,1,-1,-1,-1
2,1,333,50,103,151,1,-1,-1,-1
3,1,333,50,103,151,1,-1,-1,-1
4,1,333,50,103,165,1,-1,-1,-1
5,1,333,50,103,165,1,-1,-1,-1
6,1,333,50,103,165,1,-1,-1,-1
7,1,333,50,103,165,1,-1,-1,-1
8,1,333,50,103,165,1,-1,-1,-1
9,1,333,50,103,165,1,-1,-1,-1
10,1,340,50,96,183,1,-1,-1,-1
11,1,341,54,100,183,1,-1,-1,-1
12,1,341,54,97,182,1,-1,-1,-1
13,1,344,54,102,180,1,-1,-1,-1
14,1,344,54,102,180,1,-1,-1,-1
15,1,344,53,103,181,1,-1,-1,-1
16,1,341,50,108,182,1,-1,-1,-1
17,1,341,50,108,182,1,-1,-1,-1
18,1,341,50,108,182,1,-1,-1,-1
19,1,341,50,108,182,1,-1,-1,-1
20,1,341,50,108,182,1,-1,-1,-1
21,1,344,45,109,189,1,-1,-1,-1
22,1,344,44,110,191,1,-1,-1,-1
23,1,344,44,108,188,1,-1,-1,-1
24,1,346,42,109,192,1,-1,-1,-1
25,1,345,43,108,190,1,-1,-1,-1
26,1,341,45,113,191,1,-1,-1,-1
27,1,340,44,116,200,1,-1,-1,-1
28,1,334,44,121,213,1,-1,-1,-1
29,1,337,45,119,208,1,-1,-1,-1
30,1,334,45,122,229,1,-1,-1,-1
31,1,333,52,119,220,1,-1,-1,-1
32,1,330,54,124,221,1,-1,-1,-1
33,1,328,56,125,222,1,-1,-1,-1
34,1,327,61,126,217,1,-1,-1,-1
35,1,328,58,125,220,1,-1,-1,-1
36,1,325,61,128,217,1,-1,-1,-1
37,1,327,62,126,216,1,-1,-1,-1
38,1,324,45,129,233,1,-1,-1,-1
39,1,328,61,119,216,1,-1,-1,-1
40,1,332,61,98,216,1,-1,-1,-1
41,1,335,61,109,216,1,-1,-1,-1
42,1,333,62,112,217,1,-1,-1,-1
43,1,330,61,113,217,1,-1,-1,-1
44,1,324,61,119,220,1,-1,-1,-1
45,1,321,59,103,223,1,-1,-1,-1
46,1,316,61,107,219,1,-1,-1,-1
47,1,325,61,94,221,1,-1,-1,-1
48,1,322,66,113,216,1,-1,-1,-1
49,1,315,67,100,229,1,-1,-1,-1
50,1,315,72,94,224,1,-1,-1,-1
51,1,308,75,102,224,1,-1,-1,-1
52,1,303,71,102,229,1,-1,-1,-1
53,1,309,80,119,219,1,-1,-1,-1
54,1,299,77,102,222,1,-1,-1,-1
55,1,298,86,125,214,1,-1,-1,-1
56,1,289,81,111,217,1,-1,-1,-1
57,1,287,89,130,211,1,-1,-1,-1
58,1,285,92,126,207,1,-1,-1,-1
59,1,284,89,109,210,1,-1,-1,-1
60,1,285,93,100,206,1,-1,-1,-1
61,1,279,88,101,211,1,-1,-1,-1
62,1,251,79,125,221,1,-1,-1,-1
63,1,255,97,113,199,1,-1,-1,-1
64,1,252,95,110,203,1,-1,-1,-1
65,1,254,102,114,198,1,-1,-1,-1
66,1,252,102,106,197,1,-1,-1,-1
67,1,239,104,113,196,1,-1,-1,-1
67,2,303,77,28,79,1,-1,-1,-1
68,1,230,104,111,195,1,-1,-1,-1
68,2,305,74,29,86,1,-1,-1,-1
69,1,220,112,130,188,1,-1,-1,-1
69,2,305,76,33,82,1,-1,-1,-1
70,1,212,110,129,190,1,-1,-1,-1
70,2,307,70,35,102,1,-1,-1,-1
71,1,212,114,124,185,1,-1,-1,-1
71,2,305,71,37,104,1,-1,-1,-1
72,1,213,121,131,178,1,-1,-1,-1
72,2,308,60,38,112,1,-1,-1,-1
73,1,205,116,123,183,1,-1,-1,-1
73,2,305,71,39,100,1,-1,-1,-1
74,1,185,120,122,180,1,-1,-1,-1
74,2,308,72,38,100,1,-1,-1,-1
75,1,177,119,126,180,1,-1,-1,-1
75,2,309,64,39,112,1,-1,-1,-1
76,1,170,126,121,173,1,-1,-1,-1
76,2,313,63,50,109,1,-1,-1,-1
77,1,173,121,126,178,1,-1,-1,-1
77,2,314,66,34,105,1,-1,-1,-1
78,1,157,122,133,176,1,-1,-1,-1
78,2,315,71,36,100,1,-1,-1,-1
79,1,151,120,131,179,1,-1,-1,-1
79,2,318,60,68,111,1,-1,-1,-1
80,1,144,120,118,180,1,-1,-1,-1
80,2,316,52,103,120,1,-1,-1,-1
81,1,140,121,122,179,1,-1,-1,-1
81,2,317,65,41,106,1,-1,-1,-1
82,1,140,126,103,174,1,-1,-1,-1
82,2,318,64,78,108,1,-1,-1,-1
83,2,318,67,51,105,1,-1,-1,-1
83,1,125,118,130,182,1,-1,-1,-1
84,2,314,68,57,106,1,-1,-1,-1
84,1,120,128,126,172,1,-1,-1,-1
85,2,322,68,51,107,1,-1,-1,-1
85,1,112,129,134,171,1,-1,-1,-1
86,2,324,72,52,105,1,-1,-1,-1
86,1,103,133,127,167,1,-1,-1,-1
87,2,327,69,51,110,1,-1,-1,-1
87,1,96,135,124,165,1,-1,-1,-1
88,2,327,75,53,105,1,-1,-1,-1
88,1,95,134,114,166,1,-1,-1,-1
89,2,320,73,62,108,1,-1,-1,-1
89,1,83,136,134,164,1,-1,-1,-1
90,2,330,76,51,106,1,-1,-1,-1
90,1,77,144,127,156,1,-1,-1,-1
91,2,330,76,51,106,1,-1,-1,-1
91,1,76,142,132,158,1,-1,-1,-1
92,2,330,79,52,104,1,-1,-1,-1
92,1,67,147,125,153,1,-1,-1,-1
93,2,330,83,55,101,1,-1,-1,-1
93,1,66,152,113,148,1,-1,-1,-1
94,2,330,81,54,104,1,-1,-1,-1
94,1,55,148,140,151,1,-1,-1,-1
95,2,330,80,54,105,1,-1,-1,-1
95,1,49,142,120,158,1,-1,-1,-1
96,2,333,81,54,104,1,-1,-1,-1
