time,Hips.x,Hips.y,Hips.z,spine.x,spine.y,spine.z,spine1.x,spine1.y,spine1.z,spine2.x,spine2.y,spine2.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,RightArm.x,RightArm.y,RightArm.z,RightArmRoll.x,RightArmRoll.y,RightArmRoll.z,RightForeArm.x,RightForeArm.y,RightForeArm.z,RightForeArmRoll.x,RightForeArmRoll.y,RightForeArmRoll.z,RightHand.x,RightHand.y,RightHand.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,LeftArm.x,LeftArm.y,LeftArm.z,LeftArmRoll.x,LeftArmRoll.y,LeftArmRoll.z,LeftForeArm.x,LeftForeArm.y,LeftForeArm.z,LeftForeArmRoll.x,LeftForeArmRoll.y,LeftForeArmRoll.z,LeftHand.x,LeftHand.y,LeftHand.z,RightUpLeg.x,RightUpLeg.y,RightUpLeg.z,RightUpLegRoll.x,RightUpLegRoll.y,RightUpLegRoll.z,RightLeg.x,RightLeg.y,RightLeg.z,RightLegRoll.x,RightLegRoll.y,RightLegRoll.z,RightFoot.x,RightFoot.y,RightFoot.z,RightToeBase.x,RightToeBase.y,RightToeBase.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLeg.z,LeftUpLegRoll.x,LeftUpLegRoll.y,LeftUpLegRoll.z,LeftLeg.x,LeftLeg.y,LeftLeg.z,LeftLegRoll.x,LeftLegRoll.y,LeftLegRoll.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,LeftToeBase.x,LeftToeBase.y,LeftToeBase.z
   0.00000,  55.01980,  85.68410,   7.79204,  55.06841,  92.08640,   7.88500,  55.20900, 101.24088,   7.27126,  55.51268, 110.01912,   6.87589,  56.73375, 132.55314,   8.08294,  56.07496, 139.26549,   9.09502,  52.32476, 119.70268,   6.43473,  41.46336, 125.68287,   5.26771,  40.28626, 119.78869,   7.11100,  36.85780, 102.62103,  12.47984,  37.52494,  96.23473,  15.40228,  38.86374,  83.41882,  21.26698,  59.71834, 119.30411,   6.39614,  69.80198, 126.60999,   6.19859,  70.69434, 120.68237,   8.09375,  73.29346, 103.41731,  13.61369,  72.76069,  96.94575,  16.37151,  71.69152,  83.95873,  21.90586,  49.33011,  84.65009,   7.08298,  48.34779,  68.09963,   7.91605,  47.13134,  47.60440,   8.94767,  47.30848,  27.07493,   6.97906,  47.45592,   9.98755,   5.34051,  45.72065,   3.80488,  18.17374,  60.65969,  84.56747,   6.84900,  61.58939,  67.99498,   7.11006,  62.74066,  47.47269,   7.43335,  63.40330,  26.79625,   5.12810,  63.94372,   9.93364,   3.24806,  66.09077,   3.77594,  16.03090
   0.00208,  55.01570,  85.68240,   7.79222,  55.06443,  92.08470,   7.88493,  55.20524, 101.23918,   7.27107,  55.50916, 110.01742,   6.87602,  56.73087, 132.55130,   8.08499,  56.07119, 139.26359,   9.09690,  52.32156, 119.70112,   6.43551,  41.46010, 125.68099,   5.26745,  40.28217, 119.78665,   7.10969,  36.85127, 102.61852,  12.47549,  37.51767,  96.23224,  15.39812,  38.85499,  83.41634,  21.26319,  59.71514, 119.30232,   6.39724,  69.79789, 126.60943,   6.20013,  70.69075, 120.68191,   8.09536,  73.29134, 103.41714,  13.61550,  72.75938,  96.94515,  16.37248,  71.69185,  83.95728,  21.90515,  49.32602,  84.64847,   7.08291,  48.34389,  68.09796,   7.91519,  47.12767,  47.60267,   8.94584,  47.30477,  27.07309,   6.97846,  47.45219,   9.98560,   5.34094,  45.71643,   3.80290,  18.17408,  60.65562,  84.56563,   6.84951,  61.58526,  67.99314,   7.11101,  62.73647,  47.47085,   7.43483,  63.39974,  26.79450,   5.12900,  63.94067,   9.93195,   3.24848,  66.08724,   3.77417,  16.03137
   0.00417,  55.02030,  85.68400,   7.79280,  55.06915,  92.08631,   7.88524,  55.21018, 101.24077,   7.27126,  55.51435, 110.01901,   6.87652,  56.73670, 132.55276,   8.08739,  56.07615, 139.26499,   9.09911,  52.32707, 119.70285,   6.43665,  41.46555, 125.68241,   5.26751,  40.28688, 119.78790,   7.10874,  36.85382, 102.61929,  12.47161,  37.51957,  96.23305,  15.39446,  38.85558,  83.41723,  21.26001,  59.72064, 119.30382,   6.39869,  69.80251, 126.61216,   6.20204,  70.69587, 120.68474,   8.09735,  73.29791, 103.42026,  13.61770,  72.76674,  96.94787,  16.37389,  71.70078,  83.95920,  21.90496,  49.33064,  84.65015,   7.08324,  48.34898,  68.09958,   7.91468,  47.13334,  47.60420,   8.94430,  47.31112,  27.07449,   6.97819,  47.45909,   9.98691,   5.34173,  45.72308,   3.80413,  18.17479,  60.66024,  84.56708,   6.85043,  61.58983,  67.99459,   7.11231,  62.74098,  47.47231,   7.43659,  63.40489,  26.79604,   5.13025,  63.94635,   9.93355,   3.24932,  66.09243,   3.77568,  16.03224
   0.00625,  55.01120,  85.68950,   7.78365,  55.06017,  92.09181,   7.87582,  55.20142, 101.24626,   7.26169,  55.50583, 110.02451,   6.86725,  56.72883, 132.55812,   8.08001,  56.06743, 139.27030,   9.09151,  52.31888, 119.70848,   6.42802,  41.45731, 125.68772,   5.25778,  40.27779, 119.79308,   7.09801,  36.84226, 102.62405,  12.45796,  37.50725,  96.23784,  15.38108,  38.84175,  83.42210,  21.24713,  59.71244, 119.30922,   6.39037,  69.79343, 126.61878,   6.19419,  70.68728, 120.69146,   8.08958,  73.29075, 103.42727,  13.61019,  72.76033,  96.95451,  16.36563,  71.69589,  83.96507,  21.89521,  49.32156,  84.65573,   7.07384,  48.34007,  68.10510,   7.90442,  47.12466,  47.60966,   8.93296,  47.30276,  27.07983,   6.96817,  47.45099,   9.99215,   5.33280,  45.71459,   3.80928,  18.16578,  60.65117,  84.57243,   6.84162,  61.58070,  67.99995,   7.10384,  62.73178,  47.47767,   7.42856,  63.39636,  26.80146,   5.12175,  63.93835,   9.93904,   3.24044,  66.08395,   3.78108,  16.02340
   0.00833,  55.01270,  85.68460,   7.78663,  55.06179,  92.08691,   7.87852,  55.20326, 101.24135,   7.26424,  55.50793, 110.01960,   6.87010,  56.73157, 132.55308,   8.08477,  56.06931, 139.26520,   9.09604,  52.32130, 119.70371,   6.43151,  41.45968, 125.68266,   5.26017,  40.27930, 119.78787,   7.09940,  36.84127, 102.61844,  12.45643,  37.50548,  96.23227,  15.37980,  38.83841,  83.41660,  21.24638,  59.71484, 119.30422,   6.39419,  69.79498, 126.61498,   6.19847,  70.68931, 120.68776,   8.09395,  73.29416, 103.42386,  13.61481,  72.76447,  96.95072,  16.36952,  71.70151,  83.96054,  21.89763,  49.32307,  84.65091,   7.07657,  48.34177,  68.10023,   7.90626,  47.12658,  47.60471,   8.93371,  47.30463,  27.07476,   6.97024,  47.45283,   9.98697,   5.33597,  45.71617,   3.80403,  18.16888,  60.65270,  84.56737,   6.84494,  61.58217,  67.99490,   7.10748,  62.73317,  47.47262,   7.43259,  63.39843,  26.79649,   5.12535,  63.94097,   9.93412,   3.24368,  66.08607,   3.77607,  16.02669
   0.01042,  55.01680,  85.69020,   7.79238,  55.06601,  92.09252,   7.88399,  55.20770, 101.24694,   7.26956,  55.51262, 110.02520,   6.87572,  56.73691, 132.55853,   8.09227,  56.07380, 139.27061,   9.10332,  52.32632, 119.70944,   6.43776,  41.46466, 125.68810,   5.26531,  40.28352, 119.79316,   7.10356,  36.84327, 102.62328,  12.45774,  37.50681,  96.23716,  15.38140,  38.83839,  83.42162,  21.24855,  59.71985, 119.30972,   6.40076,  69.79912, 126.62169,   6.20551,  70.69393, 120.69457,   8.10107,  73.30020, 103.43097,  13.62220,  72.77124,  96.95746,  16.37618,  71.70974,  83.96654,  21.90284,  49.32719,  84.65659,   7.08207,  48.34607,  68.10585,   7.91087,  47.13109,  47.61027,   8.93721,  47.30946,  27.08019,   6.97507,  47.45793,   9.99230,   5.34192,  45.72087,   3.80927,  18.17473,  60.65682,  84.57282,   6.85103,  61.58624,  68.00035,   7.11389,  62.73717,  47.47807,   7.43939,  63.40310,  26.80201,   5.13172,  63.94620,   9.93970,   3.24970,  66.09080,   3.78156,  16.03274
   0.01250,  55.01400,  85.68510,   7.79077,  55.06333,  92.08742,   7.88211,  55.20524, 101.24183,   7.26753,  55.51041, 110.02009,   6.87398,  56.73535, 132.55329,   8.09242,  56.07139, 139.26532,   9.10325,  52.32443, 119.70447,   6.43666,  41.46272, 125.68282,   5.26310,  40.28073, 119.78773,   7.10035,  36.83802, 102.61744,  12.45161,  37.50078,  96.23137,  15.37553,  38.83082,  83.41590,  21.24321,  59.71795, 119.30453,   6.39997,  69.79635, 126.61770,   6.20519,  70.69165, 120.69069,   8.10085,  73.29933, 103.42738,  13.62223,  72.77111,  96.95350,  16.37548,  71.71109,  83.96183,  21.90065,  49.32441,  84.65157,   7.08021,  48.34346,  68.10078,   7.90813,  47.12871,  47.60513,   8.93338,  47.30704,  27.07492,   6.97256,  47.45547,   9.98693,   5.34050,  45.71791,   3.80384,  18.17321,  60.65405,  84.56757,   6.84976,  61.58312,  67.99508,   7.11295,  62.73362,  47.47279,   7.43887,  63.39986,  26.79678,   5.13077,  63.94321,   9.93452,   3.24840,  66.08720,   3.77628,  16.03150
   0.01458,  55.01360,  85.68780,   7.78538,  55.06305,  92.09012,   7.87645,  55.20518, 101.24452,   7.26173,  55.51060, 110.02279,   6.86848,  56.73618, 132.55585,   8.08883,  56.07136, 139.26782,   9.09945,  52.32494, 119.70730,   6.43181,  41.46319, 125.68536,   5.25716,  40.28045, 119.79011,   7.09341,  36.83553, 102.61935,  12.44175,  37.49763,  96.23332,  15.36592,  38.82633,  83.41795,  21.23410,  59.71845, 119.30713,   6.39544,  69.79598, 126.62152,   6.20111,  70.69177, 120.69460,   8.09686,  73.30087, 103.43159,  13.61849,  72.77342,  96.95733,  16.37098,  71.71494,  83.96488,  21.89464,  49.32402,  84.65436,   7.07458,  48.34355,  68.10349,   7.90163,  47.12938,  47.60775,   8.92582,  47.30839,  27.07743,   6.96630,  47.45738,   9.98933,   5.33532,  45.71956,   3.80615,  18.16796,  60.65368,  84.57012,   6.84471,  61.58269,  67.99763,   7.10825,  62.73312,  47.47534,   7.43461,  63.40002,  26.79941,   5.12603,  63.94391,   9.93721,   3.24327,  66.08740,   3.77888,  16.02640
   0.01667,  55.01060,  85.68360,   7.78741,  55.06017,  92.08593,   7.87822,  55.20252, 101.24031,   7.26337,  55.50818, 110.01858,   6.87044,  56.73441, 132.55151,   8.09269,  56.06871, 139.26342,   9.10313,  52.32285, 119.70323,   6.43441,  41.46104, 125.68097,   5.25869,  40.27746, 119.78558,   7.09391,  36.83010, 102.61437,  12.43924,  37.49145,  96.22836,  15.36362,  38.81865,  83.41301,  21.23221,  59.71635, 119.30283,   6.39835,  69.79300, 126.61844,   6.20448,  70.68928, 120.69162,   8.10030,  73.29981, 103.42889,  13.62214,  72.77314,  96.95422,  16.37383,  71.71623,  83.96096,  21.89586,  49.32104,  84.65024,   7.07635,  48.34075,  68.09932,   7.90259,  47.12681,  47.60351,   8.92577,  47.30578,  27.07307,   6.96751,  47.45473,   9.98488,   5.33759,  45.71642,   3.80164,  18.17013,  60.65070,  84.56577,   6.84708,  61.57966,  67.99329,   7.11102,  62.73003,  47.47100,   7.43787,  63.39757,  26.79515,   5.12875,  63.94198,   9.93302,   3.24556,  66.08498,   3.77460,  16.02874
   0.01875,  55.01690,  85.68520,   7.79372,  55.06659,  92.08753,   7.88428,  55.20916, 101.24190,   7.26933,  55.51506, 110.02018,   6.87671,  56.74192, 132.55297,   8.10088,  56.07532, 139.26481,   9.11116,  52.33005, 119.70496,   6.44133,  41.46817, 125.68237,   5.26457,  40.28376, 119.78681,   7.09875,  36.83401, 102.61514,  12.44105,  37.49464,  96.22914,  15.36560,  38.82039,  83.41381,  21.23455,  59.72353, 119.30434,   6.40559,  69.79929, 126.62120,   6.21215,  70.69618, 120.69450,   8.10804,  73.30853, 103.43211,  13.63009,  72.78281,  96.95700,  16.38092,  71.72782,  83.96285,  21.90124,  49.32736,  84.65192,   7.08241,  48.34725,  68.10095,   7.90789,  47.13354,  47.60509,   8.93012,  47.31283,  27.07453,   6.97309,  47.46205,   9.98624,   5.34418,  45.72338,   3.80296,  18.17665,  60.65703,  84.56723,   6.85372,  61.58594,  67.99475,   7.11812,  62.73624,  47.47247,   7.44553,  63.40440,  26.79670,   5.13581,  63.94932,   9.93464,   3.25212,  66.09185,   3.77614,  16.03534
